TAZ,pop,hh,emp
11432,1112.325897,341.9060298,7.863030808
11433,1606.581037,530.1613743,772.8506494
11434,1498.040908,516.7152525,192.7402597
11435,1370.786965,474.4560125,98.25974026
11436,922.5910903,323.6673607,100.1493506
11437,1303.099207,424.3167155,312.6623377
11438,1268.2531,424.3167155,171.3852814
11439,4105.863322,1794.904062,735.9271164
11440,6952.681167,3560.121415,7214.559445
11441,525.3184627,271.7475615,3119.341492
11442,310.4642857,149.5753385,1641.302997
11443,6212.784694,2369.825344,786.3317132
11444,9095.215306,3590.174656,1122.668287
11445,7088.181173,2658.959055,654.0113781
11446,3838.476748,1366.098704,1208.613027
11447,586.779861,291.9362084,964.0127714
11448,1636.806981,705.9363368,977.092999
11449,2069.171089,890.049416,4817.447811
11450,5131.584149,2012.02028,2644.822013
11451,5555.31386,2098.296849,2741.394675
11452,1819.68614,686.7031513,272.605325
11453,4405.965648,1672.311423,173.4748011
11454,2701.034352,1023.688577,371.5251989
11455,6292.229123,2688.629091,7724.267342
11456,3591.006237,1350.435767,766.7250606
11457,6853.545187,2492.749984,2168.136424
11458,7012.909369,2566.204649,270.0792777
11459,4395.291837,1657.76682,3719.227222
11460,5934.535839,2142.443794,813.3610799
11461,3796.172324,1331.789386,471.4116985
11462,6157.654925,2350.549286,2529.742568
11463,7995.655159,2853.431224,168.0493283
11464,3837.295601,1407.835056,368.5819844
11465,1643.634454,653.1075848,1505.249245
11466,1692.270859,653.0199336,508.8416486
11467,1299.729141,523.9800664,139.1583514
11468,1232.499544,493.7150509,1602.163488
11469,2910.951392,1170.143546,782.9782016
11470,978.0320487,410.0247838,34.34293995
11471,138.4738445,51.13473054,3.962646917
11472,928.646272,436.5390885,100.3870552
11473,151.0623758,58.71024617,13.20882306
11474,581.9774864,209.2736194,1.320882306
11475,816.3178387,291.657352,48.87264531
11476,611.9962919,232.0001663,36.98470456
11477,1323.732486,442.2207252,589.1135083
11478,1264.663223,471.5758483,154.5432298
11479,562.1888118,213.8500635,8.43122102
11480,107.8988442,44.48081321,45.52859351
11481,650.5782709,238.6566709,57.33230294
11482,66.09301896,26.51740788,0
11483,660.1338881,263.8909784,458.6584235
11484,839.6998613,330.1844981,431.6785162
11485,162.4454924,66.72121982,8.43122102
11486,179.1678225,68.85972046,20.23493045
11487,173.1955617,72.7090216,42.1561051
11488,823.7738326,322.0581957,18.54868624
11489,80.82459547,35.07141042,0
11490,5053.811151,1937.438124,4874.055708
11491,829.8747186,353.2084165,704.0302689
11492,1945.412263,799.2168995,1643.177588
11493,1096.26157,440.2616497,187.8242507
11494,1643.938228,649.2158543,61.09945504
11495,354.2187342,147.7257633,210.4536785
11496,544.9518987,247.8294055,113.147139
11497,440.5027848,185.6290841,305.4972752
11498,745.6758481,294.4796465,58.83651226
11499,973.229157,396.2961117,204.5317019
11500,2708.246314,1084.082752,904.3058954
11501,2143.653436,863.0084746,510.1802002
11502,2259.871093,941.612662,446.9822024
11503,875.8217341,316.9793208,58.7892675
11504,1161.05804,440.8450862,1640.587996
11505,1431.666843,667.1195552,1015.952029
11506,2100.875099,763.6763329,784.4692882
11507,3234.785661,1157.400935,4068.337982
11508,2268.288665,925.9207477,1705.756631
11509,2724.774185,1102.997757,154.4938474
11510,4005.617859,1749.39941,861.4517717
11511,7821.365333,3153.65619,1659.264764
11512,4519.130949,1853.167782,353.8937008
11513,1551.327358,693.6690117,318.1938976
11514,2357.770618,948.9873205,714.657033
11515,1406.068713,525.6980121,2581.216276
11516,2978.525271,1115.767209,1116.996082
11517,2863.333686,1065.050518,981.0459014
11518,7930.849211,2810.875085,942.4654446
11519,2335.829364,829.0228391,350.8984404
11520,3061.719194,1149.903444,1019.626358
11521,2844.955107,1042.194206,158.1077386
11522,2309.695538,848.0495327,379.4585726
11523,1577.500844,630.4368224,141.8452283
11524,2859.67681,1033.840246,124.9271934
11525,2743.571006,1113.816567,477.6627984
11526,640.8674693,238.9536419,472.1513046
11527,5830.88833,2288.103036,233.3199054
11528,4127.698465,1732.170073,99.20688891
11529,2132.872762,942.1600736,1381.547786
11530,2006.71055,815.3683453,433.5708478
11531,2955.669798,1333.263789,393.1532264
11532,1765.356752,676.8727651,564.0095351
11533,1278.992282,515.9448022,1045.346663
11534,1230.538679,568.6121355,310.480819
11535,415.9696128,180.4343826,47.76627984
11536,2331.258269,864.1343946,876.3275187
11537,1109.86178,443.7710492,3817.628058
11538,1184.827732,596.8964441,2978.043832
11539,1068.721928,405.7335307,393.1532264
11540,2642.003269,852.7053217,2115.601378
11541,2290.311531,831.2748969,2511.403543
11542,2082.101392,817.7398918,156.7687008
11543,3169.540876,1148.2196,752.8001969
11544,4589.253535,1602.770188,464.0974409
11545,7231.256804,2667.523923,2775.271654
11546,8011.235719,3117.562843,2607.637795
11547,5323.922471,1858.807368,2213.387795
11548,4785.596775,1806.923182,147.4557087
11549,1654.893024,584.2610537,482.7234252
11550,2619.34828,912.4849276,37.2519685
11551,1367.929826,496.2835206,301.1200787
11552,5879.509112,2232.147925,398.9064961
11553,1591.243292,604.5635614,24.83464567
11554,4929.078373,1723.457317,66.74311024
11555,3139.334223,1114.382087,675.1919291
11556,1764.637101,678.3121019,303.9568345
11557,2019.360515,762.2388535,1035.190134
11558,968,367,33
11559,1857.312663,721.0752374,65.70993529
11560,1396.154957,516.4295106,215.9040731
11561,745.9225904,279.2812272,0
11562,4385.60979,1779.214025,3828.385992
11563,865.4624546,339.9141442,25.2559727
11564,1262.534316,463.2366538,12.62798635
11565,2477.844065,950.3087507,73.6632537
11566,2934.669459,1167.936709,1100.739477
11567,2008.489705,844.6037424,637.7133106
11568,748.8719925,288.7693279,164.8351515
11569,5069.224308,2054.508836,5746.99064
11571,1496.92465,530.8259703,9208.528822
11573,5863.979049,2508.895866,4306.645387
11574,2238.427648,839.6311291,266.2316587
11575,1142.312045,436.6081871,67.66108453
11576,7742.10388,2718.165842,1431.179027
11577,5091.058003,1815.842255,947.2551834
11578,4566.098424,1655.752587,976.6730463
11579,1566.709015,587.8637826,963.8267875
11580,6359.290985,2407.136217,456.1732125
11581,3697.070423,1399.507715,513.1231934
11582,3417.778292,1324.678545,86.45010323
11583,3074.106956,1169.964181,461.5320028
11584,2539.869726,1053.38676,844.2197269
11585,4728.815692,1846.141745,1074.875873
11586,4222.887491,1629.783956,929.0063733
11587,2615.708221,951.1381215,84.01175015
11588,555.4226168,230.3922652,55.08967223
11589,981.483983,384.3977901,13.77241806
11590,3069.636765,1227.729167,219.1103789
11591,1411,553,201
11592,1258.957325,500.3619015,78.37057221
11593,2563.326003,976.3396947,523.9019074
11594,2514.049853,871.9757113,686.0108992
11595,1894.989183,692.2301624,190.0363176
11596,3290.713992,1214.335963,439.5253378
11597,3573.129717,1260.31457,75.78215458
11598,5252.993152,1917.869998,372.0214861
11599,3160.915671,1183.788723,162.3903312
11600,2236.170001,840.8395558,145.6592062
11601,5908.705318,2102.09889,980.2470904
11602,7034.086142,2564.088263,1561.899731
11603,3425.304028,1230.661232,379.246543
11604,1944.741978,716.4711655,429.460371
11605,2754.821911,1017.770984,281.4617201
11606,1754.256289,638.6707428,521.9595278
11607,3214.875794,1081.425876,2305.871838
11608,5171.15086,1692.268299,2041.014453
11609,3149.608256,1185.800905,3052.522498
11610,2057.240885,919.9307958,4806.463049
11611,7673.656632,3167.074495,816.1319444
11612,3182.663968,1296.150253,72.30295139
11613,2461.6794,1065.775253,252.5651042
11614,4617.912254,1954.159456,297.1849046
11615,4967.829143,1706.563913,5367.246882
11616,2715.875466,1001.410469,3420.860747
11617,6170.754548,2095.40126,1812.976548
11618,5043.662513,1840.033875,7703.905838
11619,899.3566481,350.4909953,226.5517241
11620,643.707552,250.7545024,2.831896552
11621,627.9358,250.7545024,62.61637931
11622,9049.073213,3386.222135,1095.104594
11623,5456.907684,2070.599254,390.6714902
11624,1336.1873,529.3481144,356.7641533
11625,5537.273212,2167.110236,2267.368875
11626,2348.263074,895.894875,461.4346281
11627,2438.343116,932.9394944,804.9306931
11628,1088.025614,461.108026,1525.83016
11629,1701.063798,718.9311741,177.9768796
11630,0,0,0
11631,2542.395231,1105.023842,2911.047123
11632,1984.233673,798.8124157,527.7935051
11633,5309.690724,2095.773129,1116.958348
11634,4668.724978,2119.071825,5707.534416
11635,3433,1420,196
11636,501,216,55
11637,3530.6,1333.224687,301.0363714
11638,2930.407407,1081.887527,306.716303
11639,1753.540741,686.781375,4495.665811
11640,4000.97037,1500.782794,964.1683783
11641,3713.103704,1401.489101,434.5147625
11642,10230.11477,3877.253311,1654.52459
11643,10526.80312,3907.426489,480.0163934
11644,5245.249741,2036.689482,1162.252459
11645,6654.832369,2501.630718,441.2065574
11646,765.1018453,569.7838847,3934.513967
11647,0,0,4898.274992
11648,185.7797251,107.9639392,5928.042734
11649,162.893817,91.35410241,5770.826285
11650,0,0,2244.264811
11651,91.54363268,20.16908754,3114.850898
11652,950.5943651,687.5215807,6218.075729
11653,2753.280862,1973.24925,5505.946179
11654,5275.129294,1873.548235,5470.276005
11655,419.3634394,284.2968458,11976.43439
11656,980.7235288,779.1110792,4159.779728
11657,1627.281608,1317.209261,4827.615667
11658,1722.18151,835.6830309,373.6522913
11659,2880.603765,1660.920024,413.845964
11660,1724.520492,670.3255566,534.535927
11661,2898.432958,1217.263754,440.2060575
11662,1351.614812,500.6679379,0
11663,5280.597343,2419.1911,2112.914888
11664,6071.66679,1858.016793,510.348706
11665,1489.840562,784.094932,767.453252
11666,2494.541707,1031.765637,922.2337398
11667,2327.247833,1171.026692,1022.779169
11668,1.912664719,1.038552237,23570.34156
11669,483.2470701,356.3668816,2693.48165
11670,3.510269274,2.573046076,121.7117781
11671,1890.865049,1272.371285,3225.36212
11672,972.8359197,400.4410735,2503.621202
11673,3141.601711,1439.743728,2020.946006
11674,3357.721617,1156.932781,618.1784221
11675,692.7259596,303.7375148,155.6178319
11676,469.0219446,386.781854,2882.686183
11677,2324.576504,1279.792899,90.15101988
11678,2.16139145,1.137593688,1778.33619
11679,300.4334115,101.2458383,119.1281334
11680,1551.480176,803.0327471,87.95158884
11681,622.4368948,137.4328483,2564.052608
11682,799.5682819,160.6065494,899.3759246
11683,0,0,3842.363292
11684,1431.504149,589.9205448,321.6551724
11685,1297.06804,513.4895259,27.5403423
11686,1841.26556,702.1021566,950.9296552
11687,1371,522,140
11688,514.4190871,205.9886493,1179.012414
11689,487.8112033,205.9886493,92.40275862
11690,1039.874806,400.5016538,161.4865526
11691,1614.396384,600.2480706,266.6405868
11692,807.6607698,315.7607497,56.33251834
11693,1936.305915,805.1534733,405.269103
11694,1878.083658,845.0484653,1013.172757
11695,1282.826516,500.2071713,1368.440367
11696,1514.610426,594.7980614,87.55813953
11697,1670.173484,620.7928287,326.559633
11698,1029,410,395
11699,1612.140038,651.7774925,24.72826087
11700,757.8831454,289.4950792,239.0398551
11701,2004.573935,775.8468122,345.0181159
11702,547.4028822,215.8806162,41.21376812
11703,6935.088878,2527.219436,1136.038274
11704,1237.712602,448.0669839,437.0614011
11705,2908.137326,1300.610725,5662.516094
11706,1126.610841,510.9180088,4044.424804
11707,824.4920167,304.1178624,181.5733027
11708,1189.958336,448.0669839,419.3861239
11709,2821.152231,1117.265219,253.3387695
11710,3434.847769,1496.734781,852.6612305
11711,3881.328185,1592.604209,1572.275948
11712,1634.843629,682.7022197,1400.137795
11713,3612.828185,1550.693572,3801.586256
11714,4981.283422,2093.024571,9238.775785
11715,1329.427493,535.949688,1079.404709
11716,589.2890846,264.025741,34.81950673
11717,3782.627864,1508.255824,1415.103189
11718,1833.866178,676.2396007,14.55534709
11719,1685.505958,718.5045757,294.3414634
11720,958.2030804,372.7433628,307.637883
11721,775.4478038,323.4096825,586.718663
11722,1151.055334,486.7589797,58.41225627
11723,2425.293782,923.087975,445.2311978
11724,1451.271786,545.1976198,465.7252747
11725,6510.083693,2319.694331,1771.348267
11726,2110.644521,831.1080489,2471.926458
11727,630,230,12
11728,2552.25,908.8312325,595.9781931
11729,4253.75,1582.168768,1097.021807
11730,2195.996488,885.5866142,393.7349398
11731,2357.695002,956.0310039,328.9759036
11732,2988.342307,1168.146204,2375.604263
11733,3016.230016,1185.537959,80.97354905
11734,3378.854894,1487.544061,2080.865376
11735,499.7954075,214.0777559,198.1626506
11736,1328.704457,522.3863189,177.439759
11737,751.2251585,317.8826312,644.3669748
11738,924.293708,393.3415385,12.91139241
11739,2098.383397,902.0122574,52.80588235
11740,1211.383015,527.165475,186.5058824
11741,1027,432,634
11742,1888.932643,811.4827756,24.60843373
11743,797.8760018,328.4355315,382.0783133
11744,2399.214456,1016.451453,1077.746533
11745,785.1451058,303.4559387,405.1346245
11746,1430.988063,600.9817526,262.30868
11747,2263.233588,900.8222676,142.6882353
11748,2681.987266,1078.7406,143.2928793
11749,4914.944002,1875.939664,469.4080605
11750,1090.631351,395.5575718,13.57871931
11751,2250.132728,910.4277329,115.5405405
11752,4231.867272,1887.572267,55.45945946
11753,1891.189647,808.8163534,253.6801008
11754,1828.866351,860.2439829,862.9118388
11755,1594.755161,693.3898144,855.4798762
11756,1910.673953,647.401626,2710.830379
11757,666.4612716,204.2276423,3199.330269
11758,1790.119525,547.3300813,139.325673
11759,3871.389366,1269.274797,655.3466842
11760,2465.679244,813.8471545,519.4611512
11761,2407.676642,913.9186992,634.7058437
11762,1479.257573,765.8695859,728.2272446
11763,1323.680111,626.2200594,1186.198122
11764,1389.992919,700.3684211,3617.334182
11765,1744.702872,1021.467564,9703.220878
11766,2211.040523,1057.43662,3201.54928
11767,2101.123405,721.5351369,2578.98676
11768,3135.565134,1145.687232,250.2363987
11769,930.6203091,430,984.0138329
11770,1887.393882,737.6619718,100.9244957
11771,1881.945285,784.9014085,577.5123919
11772,1803.465063,806.2380661,2146.495226
11773,3058.839145,1273.925949,180.9497136
11774,1881.795573,891.8215385,621.8987342
11775,1644.910719,724.8369231,130.1898734
11776,1577,724,128
11777,1152.551258,523.660021,16.05793991
11778,2732.876347,1227.175236,1040.325107
11779,1357.572395,581.1647429,12.61695279
11780,739.4556501,292.8080134,7.952662722
11781,984.5443499,403.1919866,184.0473373
11782,1273.291581,518.8288288,19.32743363
11783,1299.708419,521.1711712,162.6725664
11784,1728.842953,755.671875,195.5409836
11785,1308.42953,506.5492788,44.06557377
11786,1756.727517,711.7788462,348.3934426
11787,1518.466704,617.5321308,23.67269439
11788,1119.447398,427.1037204,109.641953
11789,1040.993285,409.8744833,57.31283906
11790,1542.087297,602.1164976,186.8896926
11791,809.0053162,356.373168,311.482821
11792,1321.351485,530.2749767,96.77782283
11793,1540.838791,602.4075829,23.52
11794,1345.082563,542.9004739,57.12
11795,804.5284349,323.6208531,84
11796,1042.550211,423.07109,3.36
11797,845.2357367,358.0616094,4.203700501
11798,467.5557301,178.4765298,12.6111015
11799,703.8581941,305.9597653,2.522220301
11800,408.3415842,155.7611163,138.1198054
11801,2758.923267,1081.165395,341.0713562
11802,1221.883663,510.8048372,485.7682952
11803,806.8618323,329.2393127,2231.324226
11804,1248.059406,517.6766512,549.66045
11805,1857.430693,767.3525581,723.4846949
11806,2158.975248,812.0193488,1626.431178
11807,1665.824257,651.6770233,54.49624975
11808,919.2920792,344.736,358.9235759
11809,1667.918317,784.532093,260.2665721
11810,2824.977394,1151.455487,2089.227789
11811,2764.022606,1175.544513,3509.772211
11812,2141.613636,898.5974409,10.79296875
11813,999.6476926,371.3665689,50.95238095
11814,1768.386364,746.4025591,296.2070313
11815,3769.294089,1497.865337,1469.827973
11816,1280.795962,515.0208222,1853.900405
11817,2419.705911,984.1346633,1895.172027
11818,3009.603308,1372.750667,4958.380845
11819,1202.718952,605.2682313,190.0072627
11820,4003.60073,1698.22851,704.71875
11821,2526.618654,1163.977368,607.0143524
11822,1370.352323,567.5775356,1008.04738
11823,940.1606582,370.255658,760.0290507
11824,1393.578634,558.7091366,26.90368321
11825,951.2688937,417.9233026,10.0888812
11826,1004.790392,434.5515507,9.248141103
11827,5083.500224,1804.058966,332.8040285
11828,3242.546929,1184.684976,65.18841796
11829,2618.002615,915.5452342,311.36047
11830,1919.626513,660.5088853,28.30549727
11831,2108.442236,782.7382876,1328.642887
11832,2863.185558,1107.810147,6124.184052
11833,904,351,56
11834,3376,1317,522
11835,1197.407151,431.6357827,72.97796143
11836,1122.256075,432.6783813,11.1322314
11837,2897.825507,1037.385517,643.1955923
11838,666.9486755,278.1162029,445.7954691
11839,3774.645695,1704.770867,4060.31614
11840,1224.881483,472.4636511,2021.698699
11841,3413.849303,1534.888959,730.2157058
11842,7342.797728,3007.315935,869.8846918
11843,3352.4957,1338.355078,161.9806295
11844,3904.352969,1528.795107,285.8996024
11845,3890.746311,1536.371274,1496.337916
11846,5103.431475,1975.157921,983.5388683
11847,6621.644508,2512.598962,926.0217918
11848,4024.590844,1549.62466,378.6053269
11849,3551.996237,1371.36595,28.29782082
11850,2243.272711,862.0553496,117.094431
11851,2438.062561,888.6974624,244.2670545
11852,1625.759654,616.7733432,334.8561608
11853,1266.220071,464.3027823,119.7043389
11854,2425.006031,916.4582324,60.24345146
11855,3103.642943,1198.944915,38.9183359
11856,1401.351025,566.5968523,246.8382126
11857,2741.511268,1035.300319,170.6942149
11858,1693.364761,640.5359416,312.1451957
11859,2822.274602,1059.830962,266.3412811
11860,5194.437242,1894.556533,2850.021352
11861,4149.923394,1566.076563,1338.492171
11862,5365.006392,2033.670886,1835.108568
11863,4594.873024,1665.506329,224.0610329
11864,1282.974161,511.0652015,252.261343
11865,2020.618442,806.643956,682.2522686
11866,2439.495016,898.178022,102.2422868
11867,951.912382,387.1128205,16.24410163
11868,631.088927,242.0550459,54.98130841
11869,996.7760902,373.8885976,160.4859813
11870,833.6856933,337.1480996,46.06542056
11871,1673.44929,695.9082569,56.46728972
11872,1760.559153,652.6068702,59.0634542
11873,3307.992021,1269.552163,2032.881679
11874,2319.448826,880.8409669,787.0548664
11875,2291.839709,864.5912176,167.5293088
11876,2093.853556,802.0646707,177.5310586
11877,3948.723827,1514.651697,363.8136483
11878,3934.724806,1453.203194,218.7882765
11879,1157.120584,455.8227848,15.83039906
11880,1511.488756,593.8604651,213.1243001
11881,3019.269854,1103.069767,25.502053
11882,1104.965898,441.9813017,50.94060876
11883,2614.33706,1203.110392,2003.951745
11884,3497.697043,1404.908306,271.1076466
11885,1583.029885,682.1934857,910.9855277
11886,3092.916475,1156.083617,1253.884575
11887,636.9554514,233.9355289,398.8197725
11888,2142.05364,839.7228974,2668.129898
11889,1391.902651,532.5536926,102.5179353
11890,3328.24139,1383.069767,2201.373647
11891,1493.494736,601.5809364,1219.639004
11892,2010.822757,758.9838337,201.3319502
11893,2754.040597,1005.8692,357.7385892
11894,2681.433155,953.0422003,306.1576763
11895,5045.208754,1815.52383,1524.13278
11896,3929,1485,101
11897,3363.900814,1469.360294,709.1415864
11898,2573.365089,1077.617647,1492.077094
11899,1793,721,105
11900,2952.164701,1163.494624,399.6163522
11901,1863.347548,750.3430595,182.0817121
11902,2280.279851,883.8713881,434.3949416
11903,1424.035181,541.0050992,1100.293774
11904,1086.835299,451.5053763,226.3836478
11905,4582.992112,1744.704735,3095.167878
11906,1824.007888,784.2952646,1859.832122
11907,2480.734097,993.0220588,2654.781319
11908,6861,2557,1631
11909,1716.922268,606.9098825,439.62734
11910,817.2667695,319.5502228,13.12320418
11911,3266.860237,1273.490077,255.9024815
11912,1495.319829,602.1696884,949.42607
11913,712.0175906,263.6107649,7.803501946
11914,1573.477606,581.000405,851.3678711
11915,3120.47312,1096.049413,2207.979103
11916,1244.923934,493.1414713,113.4186952
11917,1825.776052,648.2335428,65.50125945
11918,2298.222275,866.693351,305.1763224
11919,1202.479123,458.715163,42.41010401
11920,714.330606,280.6291139,123.5016393
11921,1431.978537,560.1446203,281.4688525
11922,1615.537175,584.6439873,37.33770492
11923,1701.78762,623.6202532,159.4032787
11924,724.2825803,289.5379747,185.252459
11925,1289.418928,494.0859707,22.78751857
11926,615.3531663,239.85829,5.696879643
11927,1540.076548,542.7208314,336.115899
11928,1563.644598,564.5246444,339.4156171
11929,492.7664914,186.8137612,419.8035264
11930,1212.767227,448.3104285,536.6640701
11931,3780.709953,1395.366209,2084.414314
11932,2420.021875,905.0266774,80.22297955
11933,3953.158104,1423.416698,563.2274247
11934,581.577011,224.1552142,26.27994158
11935,3826.077314,1414.487558,139.6048714
11936,2880.771277,1004.665687,308.5165746
11937,2321.590583,819.7347006,52.10327456
11938,1842.672234,604.6197449,18.98959881
11939,1374,528.0620867,31.86556169
11940,1058.708075,388.3626761,120.1022333
11941,790.537234,370.0110213,256.3729282
11942,1642.012422,678.6126761,2468.623077
11943,1406.981366,505.8934859,1161.858561
11944,664.4968944,275.9419014,903.3776675
11945,1529.017241,776.6556565,2317.377982
11946,2881.989362,872.3438648,291.1353591
11947,1232.702128,559.9173402,685.1095764
11948,1881.286978,807.9552931,287.3897158
11949,1596.385428,737.9438481,463.8481651
11950,1485.709121,647.2130471,2103.150917
11951,1877.888209,768.1874484,3237.622936
11952,457.7268024,115.7917151,3629.159379
11953,1970.747664,603.8085106,8099.212565
11954,848.1529374,235.3841219,562.310549
11955,1427.72262,430.5346496,2462.693166
11956,3681.064612,1135.81146,2237.682523
11957,1215.635708,460.5571489,379.0054127
11958,1987.047661,891.596206,1085.020644
11959,2708.841896,1077.583302,54.77257525
11960,1793.795771,628.5032227,85.3125
11961,2429.44129,890.3795655,836.0625
11962,2724.635892,788.7715445,576.3333333
11963,1725.03115,549.4843206,1761.433004
11964,1694.016951,484.2198993,1543.324529
11965,4237.181288,936.86024,5332.614181
11966,4222.208916,893.7015099,3480.072573
11967,1051.505268,274.1053194,539.6975242
11968,657.757056,305.8977187,3791.788796
11969,923.7713921,210.9286287,315.0748116
11970,2484.252336,812.1914894,1014.787435
11971,3725.755348,1125.710181,889.7152466
11972,1247.801242,473.1892606,607.0384615
11973,1303.708645,485.5329114,252.747541
11974,928.8509427,339.6503165,192.4327869
11975,2030.173797,647.1380387,30.51793722
11976,904.5238942,355.2408228,81.8557377
11977,4114.070856,1329.15178,126.7668161
11978,1107.708174,368.8703555,2639.693757
11979,4154.324035,1598.493196,610.4583333
11980,1774.327475,597.9031855,3113.767455
11981,875.5238256,334.7014366,88.27691238
11982,1397.803012,481.8524708,1167.833333
11983,3046.62048,1149.17614,3981.632684
11984,3288.528219,1236.219238,1059.322949
11985,1543.034758,551.8154926,569.4852973
11986,3027.803799,899.7583534,530.6523143
11987,2708.980045,817.2210639,372.361141
11988,1783.164911,561.4573643,609.0441335
11989,1350.913474,444.2747928,33.16576964
11990,2970.598512,1036.79619,96.27988839
11991,4253.609674,1523.490599,314.4460185
11992,1893.36045,652.3878657,480.2744657
11993,3873.63955,1291.612134,211.7255343
11994,3236.525996,1116.687479,167.8361934
11995,2099.758598,787.5552885,1953.424785
11996,4124.262345,1650.357005,802.3629097
11997,2244.238723,851.623072,492.1710631
11998,2897.378569,1176.881181,2967.345269
11999,2009.498932,857.0199229,1292.466027
12000,1033.862834,392.5635302,80.22994652
12001,3562.474004,1251.312521,819.1638066
12002,3035.002384,1086.449045,350.8530319
12003,4142.044328,1610.849559,964.8947006
12004,1096,423,234
12005,2327.427091,833.6875389,155.8980273
12006,5072.385179,2002.071823,2074.12616
12007,1710.363235,673.2708333,844.8896211
12008,3022,1124,620
12009,4067.697879,1546.927828,278.0544959
12010,4402.96894,1726.394865,403.6621253
12011,3523.334794,1357.642691,251.6123311
12012,2643.490129,959.5684455,1229.396959
12013,3276.471902,1194.222738,403.4290541
12014,7268.497015,2587.226797,2228.519889
12015,4168.590731,1516.613747,2510.295206
12016,2382.059948,902.6581273,2987.777387
12017,6353.646791,2232.728736,2198.2714
12018,6067.412996,2023.651511,3910.692961
12019,7819.758595,2773.552109,617.2682372
12020,5639.508536,2109.636293,1909.47263
12021,2752.448576,1095.57033,211.1324536
12022,1803.969675,678.5712423,1531.290323
12023,1371.891596,561.3876143,1149.689728
12024,867,352,41
12025,2047,847,125
12026,3363,1350,277
12027,5534.377778,2014.834516,134.898374
